Year,State,District,Water Level
2023-24,Karnataka,Davanagere,2 to 5 Post Monsoon (in mbgl)
2023-24,Karnataka,Vijayapura,5 to 10 Post Monsoon (in mbgl)
2023-24,Karnataka,Ballari,2 to 5 Post Monsoon (in mbgl)
2023-24,Karnataka,Kolar,2 to 5 Post Monsoon (in mbgl)
2023-24,Karnataka,Chamarajanagar,2 to 5 Post Monsoon (in mbgl)
2023-24,Karnataka,Shivamogga,5 to 10 Post Monsoon (in mbgl)
2023-24,Karnataka,Kodagu,5 to 10 Post Monsoon (in mbgl)
2023-24,Karnataka,Uttara Kannada,5 to 10 Post Monsoon (in mbgl)
2023-24,Karnataka,Dakshina Kannada,5 to 10 Post Monsoon (in mbgl)
2023-24,Karnataka,Mysuru,2 to 5 Post Monsoon (in mbgl)
2023-24,Karnataka,Hassan,5 to 10 Post Monsoon (in mbgl)
2023-24,Karnataka,Chikkamagaluru,5 to 10 Post Monsoon (in mbgl)
2023-24,Karnataka,Bengaluru South,2 to 5 Post Monsoon (in mbgl)
2023-24,Karnataka,Haveri,5 to 10 Post Monsoon (in mbgl)
2023-24,Karnataka,Chitradurga,2 to 5 Post Monsoon (in mbgl)
2023-24,Kerala,Ernakulam,5 to 10 Pre Monsoon (in mbgl)
2023-24,Kerala,Alappuzha,2 to 5 Pre Monsoon (in mbgl)
2023-24,Kerala,Thrissur,5 to 10 Pre Monsoon (in mbgl)
2023-24,Kerala,Pathanamthitta,5 to 10 Pre Monsoon (in mbgl)
2023-24,Kerala,Kasaragod,10 to 20 Pre Monsoon (in mbgl)
2023-24,Kerala,Kollam,5 to 10 Pre Monsoon (in mbgl)
2023-24,Kerala,Wayanad,5 to 10 Pre Monsoon (in mbgl)
2023-24,Kerala,Malappuram,5 to 10 Pre Monsoon (in mbgl)
2023-24,Kerala,Palakkad,5 to 10 Pre Monsoon (in mbgl)
2023-24,Kerala,Kannur,5 to 10 Pre Monsoon (in mbgl)
2023-24,Kerala,Thiruvananthapuram,5 to 10 Pre Monsoon (in mbgl)
2023-24,Kerala,Idukki,2 to 5 Pre Monsoon (in mbgl)
2023-24,Kerala,Kottayam,2 to 5 Pre Monsoon (in mbgl)
2023-24,Kerala,Kozhikode,2 to 5 Pre Monsoon (in mbgl)
2023-24,Kerala,Ernakulam,2 to 5 Post Monsoon (in mbgl)
2023-24,Kerala,Alappuzha,0 to 2 Post Monsoon (in mbgl)
2023-24,Kerala,Thrissur,5 to 10 Post Monsoon (in mbgl)
2023-24,Kerala,Pathanamthitta,2 to 5 Post Monsoon (in mbgl)
2023-24,Kerala,Kasaragod,5 to 10 Post Monsoon (in mbgl)
2023-24,Kerala,Kollam,5 to 10 Post Monsoon (in mbgl)
2023-24,Kerala,Wayanad,5 to 10 Post Monsoon (in mbgl)
2023-24,Kerala,Malappuram,5 to 10 Post Monsoon (in mbgl)
2023-24,Kerala,Palakkad,2 to 5 Post Monsoon (in mbgl)
2023-24,Kerala,Kannur,5 to 10 Post Monsoon (in mbgl)
2023-24,Kerala,Thiruvananthapuram,5 to 10 Post Monsoon (in mbgl)
2023-24,Kerala,Idukki,2 to 5 Post Monsoon (in mbgl)
2023-24,Kerala,Kottayam,2 to 5 Post Monsoon (in mbgl)
2023-24,Kerala,Kozhikode,2 to 5 Post Monsoon (in mbgl)
2023-24,Ladakh,Leh Ladakh,N.A. Pre Monsoon (in mbgl)
2023-24,Ladakh,Kargil,N.A. Pre Monsoon (in mbgl)
2023-24,Ladakh,Leh Ladakh,N.A. Post Monsoon (in mbgl)
2023-24,Ladakh,Kargil,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Guna,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Dindori,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Rewa,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Dhar,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Tikamgarh,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Neemuch,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Vidisha,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Panna,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Chhindwara,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Sehore,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Khandwa (East Nimar),N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Sheopur,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Ujjain,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Shivpuri,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Bhind,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Agar-Malwa,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Jhabua,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Shahdol,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Chhatarpur,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Balaghat,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Alirajpur,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Singrauli,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Ashoknagar,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Narmadapuram,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Sidhi,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Damoh,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Sagar,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Umaria,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Ratlam,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Raisen,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Gwalior,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Betul,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Morena,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Jabalpur,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Rajgarh,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Datia,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Indore,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Mandla,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Seoni,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Shajapur,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Dewas,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Mandsaur,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Satna,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Narsimhapur,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Anuppur,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Bhopal,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Burhanpur,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Barwani,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Khargone (West Nimar),N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Harda,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Katni,N.A. Pre Monsoon (in mbgl)
2023-24,Madhya Pradesh,Guna,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Dindori,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Rewa,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Dhar,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Tikamgarh,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Neemuch,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Vidisha,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Panna,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Chhindwara,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Sehore,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Khandwa (East Nimar),N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Sheopur,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Ujjain,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Shivpuri,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Bhind,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Agar-Malwa,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Jhabua,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Shahdol,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Chhatarpur,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Balaghat,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Alirajpur,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Singrauli,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Ashoknagar,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Narmadapuram,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Sidhi,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Damoh,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Sagar,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Umaria,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Ratlam,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Raisen,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Gwalior,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Betul,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Morena,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Jabalpur,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Rajgarh,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Datia,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Indore,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Mandla,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Seoni,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Shajapur,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Dewas,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Mandsaur,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Satna,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Narsimhapur,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Anuppur,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Bhopal,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Burhanpur,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Barwani,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Khargone (West Nimar),N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Harda,N.A. Post Monsoon (in mbgl)
2023-24,Madhya Pradesh,Katni,N.A. Post Monsoon (in mbgl)
2023-24,Maharashtra,Nagpur,0 to 2 Pre Monsoon (in mbgl)
2023-24,Maharashtra,Raigad,0 to 2 Pre Monsoon (in mbgl)
2023-24,Maharashtra,Jalgaon,2 to 5 Pre Monsoon (in mbgl)
2023-24,Maharashtra,Chandrapur,0 to 2 Pre Monsoon (in mbgl)
2023-24,Maharashtra,Gadchiroli,0 to 2 Pre Monsoon (in mbgl)
2023-24,Maharashtra,Bhandara,0 to 2 Pre Monsoon (in mbgl)
2023-24,Maharashtra,Parbhani,5 to 10 Pre Monsoon (in mbgl)
2023-24,Maharashtra,Buldhana,2 to 5 Pre Monsoon (in mbgl)
2023-24,Maharashtra,Dharashiv,2 to 5 Pre Monsoon (in mbgl)
2023-24,Maharashtra,Thane,0 to 2 Pre Monsoon (in mbgl)
2023-24,Maharashtra,Amravati,5 to 10 Pre Monsoon (in mbgl)
2023-24,Maharashtra,Latur,2 to 5 Pre Monsoon (in mbgl)
2023-24,Maharashtra,Nanded,2 to 5 Pre Monsoon (in mbgl)
2023-24,Maharashtra,Palghar,0 to 2 Pre Monsoon (in mbgl)
2023-24,Maharashtra,Satara,2 to 5 Pre Monsoon (in mbgl)
2023-24,Maharashtra,Ahilyanagar,5 to 10 Pre Monsoon (in mbgl)
2023-24,Maharashtra,Nashik,0 to 2 Pre Monsoon (in mbgl)
2023-24,Maharashtra,Wardha,0 to 2 Pre Monsoon (in mbgl)
2023-24,Maharashtra,Chhatrapati Sambhajinagar,5 to 10 Pre Monsoon (in mbgl)
2023-24,Maharashtra,Kolhapur,2 to 5 Pre Monsoon (in mbgl)
2023-24,Maharashtra,Jalna,5 to 10 Pre Monsoon (in mbgl)
2023-24,Maharashtra,Washim,2 to 5 Pre Monsoon (in mbgl)
2023-24,Maharashtra,Solapur,5 to 10 Pre Monsoon (in mbgl)
2023-24,Maharashtra,Mumbai,2 to 5 Pre Monsoon (in mbgl)
2023-24,Maharashtra,Gondia,0 to 2 Pre Monsoon (in mbgl)
2023-24,Maharashtra,Ratnagiri,0 to 2 Pre Monsoon (in mbgl)
2023-24,Maharashtra,Nandurbar,5 to 10 Pre Monsoon (in mbgl)
2023-24,Maharashtra,Mumbai Suburban,2 to 5 Pre Monsoon (in mbgl)
2023-24,Maharashtra,Akola,2 to 5 Pre Monsoon (in mbgl)
2023-24,Maharashtra,Yavatmal,0 to 2 Pre Monsoon (in mbgl)
2023-24,Maharashtra,Beed,5 to 10 Pre Monsoon (in mbgl)
2023-24,Maharashtra,Dhule,5 to 10 Pre Monsoon (in mbgl)
2023-24,Maharashtra,Sangli,2 to 5 Pre Monsoon (in mbgl)
2023-24,Maharashtra,Hingoli,2 to 5 Pre Monsoon (in mbgl)
2023-24,Maharashtra,Sindhudurg,0 to 2 Pre Monsoon (in mbgl)
2023-24,Maharashtra,Pune,5 to 10 Pre Monsoon (in mbgl)
2023-24,Maharashtra,Nagpur,2 to 5 Post Monsoon (in mbgl)
2023-24,Maharashtra,Raigad,0 to 2 Post Monsoon (in mbgl)
2023-24,Maharashtra,Jalgaon,0 to 2 Post Monsoon (in mbgl)
2023-24,Maharashtra,Chandrapur,0 to 2 Post Monsoon (in mbgl)
2023-24,Maharashtra,Gadchiroli,0 to 2 Post Monsoon (in mbgl)
2023-24,Maharashtra,Bhandara,0 to 2 Post Monsoon (in mbgl)
2023-24,Maharashtra,Parbhani,5 to 10 Post Monsoon (in mbgl)
2023-24,Maharashtra,Buldhana,0 to 2 Post Monsoon (in mbgl)
2023-24,Maharashtra,Dharashiv,2 to 5 Post Monsoon (in mbgl)
2023-24,Maharashtra,Thane,2 to 5 Post Monsoon (in mbgl)
2023-24,Maharashtra,Amravati,5 to 10 Post Monsoon (in mbgl)
2023-24,Maharashtra,Latur,5 to 10 Post Monsoon (in mbgl)
2023-24,Maharashtra,Nanded,2 to 5 Post Monsoon (in mbgl)
2023-24,Maharashtra,Palghar,2 to 5 Post Monsoon (in mbgl)
2023-24,Maharashtra,Satara,2 to 5 Post Monsoon (in mbgl)
2023-24,Maharashtra,Ahilyanagar,5 to 10 Post Monsoon (in mbgl)
2023-24,Maharashtra,Nashik,2 to 5 Post Monsoon (in mbgl)
2023-24,Maharashtra,Wardha,2 to 5 Post Monsoon (in mbgl)
2023-24,Maharashtra,Chhatrapati Sambhajinagar,5 to 10 Post Monsoon (in mbgl)
2023-24,Maharashtra,Kolhapur,0 to 2 Post Monsoon (in mbgl)
2023-24,Maharashtra,Jalna,5 to 10 Post Monsoon (in mbgl)
2023-24,Maharashtra,Washim,2 to 5 Post Monsoon (in mbgl)
2023-24,Maharashtra,Solapur,5 to 10 Post Monsoon (in mbgl)
2023-24,Maharashtra,Mumbai,0 to 2 Post Monsoon (in mbgl)
2023-24,Maharashtra,Gondia,0 to 2 Post Monsoon (in mbgl)
2023-24,Maharashtra,Ratnagiri,2 to 5 Post Monsoon (in mbgl)
2023-24,Maharashtra,Nandurbar,5 to 10 Post Monsoon (in mbgl)
2023-24,Maharashtra,Mumbai Suburban,2 to 5 Post Monsoon (in mbgl)
2023-24,Maharashtra,Akola,5 to 10 Post Monsoon (in mbgl)
2023-24,Maharashtra,Yavatmal,2 to 5 Post Monsoon (in mbgl)
2023-24,Maharashtra,Beed,0 to 2 Post Monsoon (in mbgl)
2023-24,Maharashtra,Dhule,5 to 10 Post Monsoon (in mbgl)
2023-24,Maharashtra,Sangli,2 to 5 Post Monsoon (in mbgl)
2023-24,Maharashtra,Hingoli,5 to 10 Post Monsoon (in mbgl)
2023-24,Maharashtra,Sindhudurg,5 to 10 Post Monsoon (in mbgl)
2023-24,Maharashtra,Pune,2 to 5 Post Monsoon (in mbgl)
2023-24,Meghalaya,North Garo Hills,2 to 5 Pre Monsoon (in mbgl)
2023-24,Meghalaya,South West Khasi Hills,N.A. Pre Monsoon (in mbgl)
2023-24,Meghalaya,West Khasi Hills,0 to 2 Pre Monsoon (in mbgl)
2023-24,Meghalaya,East Khasi Hills,0 to 2 Pre Monsoon (in mbgl)
2023-24,Meghalaya,West Jaintia Hills,0 to 2 Pre Monsoon (in mbgl)
2023-24,Meghalaya,South West Garo Hills,2 to 5 Pre Monsoon (in mbgl)
2023-24,Meghalaya,West Garo Hills,2 to 5 Pre Monsoon (in mbgl)
2023-24,Meghalaya,Ri Bhoi,2 to 5 Pre Monsoon (in mbgl)
2023-24,Meghalaya,East Jaintia Hills,20 to 40 Pre Monsoon (in mbgl)
2023-24,Meghalaya,South Garo Hills,2 to 5 Pre Monsoon (in mbgl)
2023-24,Meghalaya,East Garo Hills,2 to 5 Pre Monsoon (in mbgl)
2023-24,Meghalaya,North Garo Hills,2 to 5 Post Monsoon (in mbgl)
2023-24,Meghalaya,South West Khasi Hills,N.A. Post Monsoon (in mbgl)
2023-24,Meghalaya,West Khasi Hills,0 to 2 Post Monsoon (in mbgl)
2023-24,Meghalaya,East Khasi Hills,0 to 2 Post Monsoon (in mbgl)
2023-24,Meghalaya,West Jaintia Hills,0 to 2 Post Monsoon (in mbgl)
2023-24,Meghalaya,South West Garo Hills,0 to 2 Post Monsoon (in mbgl)
2023-24,Meghalaya,West Garo Hills,2 to 5 Post Monsoon (in mbgl)
2023-24,Meghalaya,Ri Bhoi,2 to 5 Post Monsoon (in mbgl)
2023-24,Meghalaya,East Jaintia Hills,N.A. Post Monsoon (in mbgl)
2023-24,Meghalaya,South Garo Hills,0 to 2 Post Monsoon (in mbgl)
2023-24,Meghalaya,East Garo Hills,2 to 5 Post Monsoon (in mbgl)
2023-24,Mizoram,Kolasib,N.A. Pre Monsoon (in mbgl)
2023-24,Mizoram,Serchhip,N.A. Pre Monsoon (in mbgl)
2023-24,Mizoram,Kolasib,0 to 2 Post Monsoon (in mbgl)
2023-24,Mizoram,Serchhip,0 to 2 Post Monsoon (in mbgl)
2023-24,Nagaland,Kohima,N.A. Pre Monsoon (in mbgl)
2023-24,Nagaland,Wokha,N.A. Pre Monsoon (in mbgl)
2023-24,Nagaland,Peren,N.A. Pre Monsoon (in mbgl)
2023-24,Nagaland,Phek,N.A. Pre Monsoon (in mbgl)
2023-24,Nagaland,Mon,N.A. Pre Monsoon (in mbgl)
2023-24,Nagaland,Longleng,N.A. Pre Monsoon (in mbgl)
2023-24,Nagaland,Tuensang,N.A. Pre Monsoon (in mbgl)
2023-24,Nagaland,Dimapur,5 to 10 Pre Monsoon (in mbgl)
2023-24,Nagaland,Mokokchung,N.A. Pre Monsoon (in mbgl)
2023-24,Nagaland,Zunheboto,N.A. Pre Monsoon (in mbgl)
2023-24,Nagaland,Kiphire,N.A. Pre Monsoon (in mbgl)
2023-24,Nagaland,Kohima,N.A. Post Monsoon (in mbgl)
2023-24,Nagaland,Wokha,N.A. Post Monsoon (in mbgl)
2023-24,Nagaland,Peren,N.A. Post Monsoon (in mbgl)
2023-24,Nagaland,Phek,N.A. Post Monsoon (in mbgl)
2023-24,Nagaland,Mon,N.A. Post Monsoon (in mbgl)
2023-24,Nagaland,Longleng,N.A. Post Monsoon (in mbgl)
2023-24,Nagaland,Tuensang,N.A. Post Monsoon (in mbgl)
2023-24,Nagaland,Dimapur,2 to 5 Post Monsoon (in mbgl)
2023-24,Nagaland,Mokokchung,N.A. Post Monsoon (in mbgl)
2023-24,Nagaland,Zunheboto,N.A. Post Monsoon (in mbgl)
2023-24,Nagaland,Kiphire,N.A. Post Monsoon (in mbgl)
2023-24,Odisha,Jajapur,2 to 5 Pre Monsoon (in mbgl)
2023-24,Odisha,Khordha,5 to 10 Pre Monsoon (in mbgl)
2023-24,Odisha,Kendujhar,5 to 10 Pre Monsoon (in mbgl)
2023-24,Odisha,Jharsuguda,5 to 10 Pre Monsoon (in mbgl)
2023-24,Odisha,Jagatsinghapur,2 to 5 Pre Monsoon (in mbgl)
2023-24,Odisha,Kandhamal,2 to 5 Pre Monsoon (in mbgl)
2023-24,Odisha,Baleshwar,2 to 5 Pre Monsoon (in mbgl)
2023-24,Odisha,Anugul,5 to 10 Pre Monsoon (in mbgl)
2023-24,Odisha,Bargarh,2 to 5 Pre Monsoon (in mbgl)
2023-24,Odisha,Cuttack,2 to 5 Pre Monsoon (in mbgl)
2023-24,Odisha,Nayagarh,2 to 5 Pre Monsoon (in mbgl)
2023-24,Odisha,Dhenkanal,5 to 10 Pre Monsoon (in mbgl)
2023-24,Odisha,Kendrapara,2 to 5 Pre Monsoon (in mbgl)
2023-24,Odisha,Kalahandi,5 to 10 Pre Monsoon (in mbgl)
2023-24,Odisha,Subarnapur,5 to 10 Pre Monsoon (in mbgl)
2023-24,Odisha,Nuapada,5 to 10 Pre Monsoon (in mbgl)
2023-24,Odisha,Sundargarh,2 to 5 Pre Monsoon (in mbgl)
2023-24,Odisha,Boudh,5 to 10 Pre Monsoon (in mbgl)
2023-24,Odisha,Koraput,5 to 10 Pre Monsoon (in mbgl)
2023-24,Odisha,Malkangiri,2 to 5 Pre Monsoon (in mbgl)
2023-24,Odisha,Gajapati,2 to 5 Pre Monsoon (in mbgl)
2023-24,Odisha,Balangir,5 to 10 Pre Monsoon (in mbgl)
2023-24,Odisha,Mayurbhanj,5 to 10 Pre Monsoon (in mbgl)
2023-24,Odisha,Rayagada,2 to 5 Pre Monsoon (in mbgl)
2023-24,Odisha,Puri,2 to 5 Pre Monsoon (in mbgl)
2023-24,Odisha,Sambalpur,5 to 10 Pre Monsoon (in mbgl)
2023-24,Odisha,Nabarangapur,5 to 10 Pre Monsoon (in mbgl)
2023-24,Odisha,Bhadrak,2 to 5 Pre Monsoon (in mbgl)
2023-24,Odisha,Ganjam,2 to 5 Pre Monsoon (in mbgl)
2023-24,Odisha,Deogarh,5 to 10 Pre Monsoon (in mbgl)
2023-24,Odisha,Jajapur,0 to 2 Post Monsoon (in mbgl)
2023-24,Odisha,Khordha,2 to 5 Post Monsoon (in mbgl)
2023-24,Odisha,Kendujhar,2 to 5 Post Monsoon (in mbgl)
2023-24,Odisha,Jharsuguda,0 to 2 Post Monsoon (in mbgl)
2023-24,Odisha,Jagatsinghapur,0 to 2 Post Monsoon (in mbgl)
2023-24,Odisha,Kandhamal,2 to 5 Post Monsoon (in mbgl)
2023-24,Odisha,Baleshwar,2 to 5 Post Monsoon (in mbgl)
2023-24,Odisha,Anugul,2 to 5 Post Monsoon (in mbgl)
2023-24,Odisha,Bargarh,0 to 2 Post Monsoon (in mbgl)
2023-24,Odisha,Cuttack,0 to 2 Post Monsoon (in mbgl)
2023-24,Odisha,Nayagarh,2 to 5 Post Monsoon (in mbgl)
2023-24,Odisha,Dhenkanal,2 to 5 Post Monsoon (in mbgl)
2023-24,Odisha,Kendrapara,0 to 2 Post Monsoon (in mbgl)
2023-24,Odisha,Kalahandi,2 to 5 Post Monsoon (in mbgl)
2023-24,Odisha,Subarnapur,0 to 2 Post Monsoon (in mbgl)
2023-24,Odisha,Nuapada,2 to 5 Post Monsoon (in mbgl)
2023-24,Odisha,Sundargarh,2 to 5 Post Monsoon (in mbgl)
2023-24,Odisha,Boudh,0 to 2 Post Monsoon (in mbgl)
2023-24,Odisha,Koraput,2 to 5 Post Monsoon (in mbgl)
2023-24,Odisha,Malkangiri,0 to 2 Post Monsoon (in mbgl)
2023-24,Odisha,Gajapati,2 to 5 Post Monsoon (in mbgl)
2023-24,Odisha,Balangir,2 to 5 Post Monsoon (in mbgl)
2023-24,Odisha,Mayurbhanj,2 to 5 Post Monsoon (in mbgl)
2023-24,Odisha,Rayagada,2 to 5 Post Monsoon (in mbgl)
2023-24,Odisha,Puri,0 to 2 Post Monsoon (in mbgl)
2023-24,Odisha,Sambalpur,2 to 5 Post Monsoon (in mbgl)
2023-24,Odisha,Nabarangapur,2 to 5 Post Monsoon (in mbgl)
2023-24,Odisha,Bhadrak,0 to 2 Post Monsoon (in mbgl)
2023-24,Odisha,Ganjam,2 to 5 Post Monsoon (in mbgl)
2023-24,Odisha,Deogarh,2 to 5 Post Monsoon (in mbgl)
2023-24,Puducherry,Puducherry,2 to 5 Pre Monsoon (in mbgl)
2023-24,Puducherry,Karaikal,0 to 2 Pre Monsoon (in mbgl)
2023-24,Puducherry,Puducherry,2 to 5 Post Monsoon (in mbgl)
2023-24,Puducherry,Karaikal,0 to 2 Post Monsoon (in mbgl)
2023-24,Punjab,Kapurthala,10 to 20 Pre Monsoon (in mbgl)
2023-24,Punjab,S.A.S Nagar,10 to 20 Pre Monsoon (in mbgl)
2023-24,Punjab,Gurdaspur,5 to 10 Pre Monsoon (in mbgl)
2023-24,Punjab,Faridkot,2 to 5 Pre Monsoon (in mbgl)
2023-24,Punjab,Rupnagar,10 to 20 Pre Monsoon (in mbgl)
2023-24,Punjab,Mansa,10 to 20 Pre Monsoon (in mbgl)
2023-24,Punjab,Moga,20 to 40 Pre Monsoon (in mbgl)
2023-24,Punjab,Hoshiarpur,10 to 20 Pre Monsoon (in mbgl)
2023-24,Punjab,Bathinda,20 to 40 Pre Monsoon (in mbgl)
2023-24,Punjab,Ferozepur,10 to 20 Pre Monsoon (in mbgl)
2023-24,Punjab,Fatehgarh Sahib,20 to 40 Pre Monsoon (in mbgl)
2023-24,Punjab,Sri Muktsar Sahib,2 to 5 Pre Monsoon (in mbgl)
2023-24,Punjab,Ludhiana,20 to 40 Pre Monsoon (in mbgl)
2023-24,Punjab,Shahid Bhagat Singh Nagar,10 to 20 Pre Monsoon (in mbgl)
2023-24,Punjab,Tarn Taran,10 to 20 Pre Monsoon (in mbgl)
2023-24,Punjab,Sangrur,20 to 40 Pre Monsoon (in mbgl)
2023-24,Punjab,Barnala,20 to 40 Pre Monsoon (in mbgl)
2023-24,Punjab,Pathankot,2 to 5 Pre Monsoon (in mbgl)
2023-24,Punjab,Jalandhar,20 to 40 Pre Monsoon (in mbgl)
2023-24,Punjab,Patiala,20 to 40 Pre Monsoon (in mbgl)
2023-24,Punjab,Amritsar,10 to 20 Pre Monsoon (in mbgl)
2023-24,Punjab,Fazilka,2 to 5 Pre Monsoon (in mbgl)
